premise,hypothesis,label,idx
"Po poročilih o osumljenem vstopu v bolnišnico je bila v bolnišnici UCL blizu podzemne postaje Warren Street napotena oborožena policija. Ugibalo se je, da je bil eden od bombnikov ranjen in je iskal zdravljenje v bolnišnici. Tiskovni predstavnik Scotland Yarda je dejal: &quot;Govorimo o incidentu v bolnišnici University College in tam imamo razporejene oborožene častnike. V tej fazi ne moremo podrobneje opisovati.&quot; Tiskovna predstavnica UCL je potrdila, da je bilo osebju poslano e-poštno sporočilo, v katerem so prosili, naj bodo pozorni na osumljenca. Ob 16:00 je tiskovni predstavnik metropolitanske policije potrdil, da se je incident končal, a se je oborožena policija 30 minut kasneje vrnila v bolnišnico, da bi preiskala prostore. Policija je zdaj tudi potrdila, da to ni povezano z eksplozijami.","Policija poroča, da je v cevni postaji prišlo do eksplozije.",not_entailment,2269
Odločitev Uzbekistana je bil zadnji dogodek v diplomatskih razmerah z Washingtonom zaradi ameriških kritik zaradi nasilnega zatiranja protivladnih protestnikov maja lani.,Uzbekistan protestira proti Washingtonu.,not_entailment,2270
"Svetovni voditelji so v četrtek izrazili zaskrbljenost, da bo Severna Koreja opustila šeststranske pogovore o jedrski razorožitvi in okrepila arzenal jedrskega orožja.",Svetovni voditelji so Severno Korejo obsodili zaradi umika iz pogovorov.,not_entailment,2271
"Ljudje smo v vojni proti okužbam dobili pomembne bitke - in antibiotiki so še vedno močno orožje -, a narava ima na svoji strani evolucijo in vojna proti bakterijskim boleznim nikakor ni končana.",Bakterija zmaga v vojni proti antibiotikom.,not_entailment,2272
Norveški časopis Dagbladet je natisnil članek o &quot;strani nestrpnosti&quot;.,Dagbladet je norveški časopis.,entailment,2273
"Bombe so eksplodirale v dveh turških mestih v četrtek le nekaj dni, preden je Turčija gostiteljica vrha Nata.",Turčija je gostiteljica samomorilcev.,not_entailment,2274
Danes v Afriki večina okuženih okuži HIV v dvajsetih ali tridesetih letih in v povprečju umre v desetih letih.,V Afriki živi 20–30 odstotkov okuženih z virusom HIV.,not_entailment,2275
Premier Jos Manuel Duro Barroso odstopil. Predsedovanje Evropski komisiji naj bi prevzel pozneje v letu (Evropski parlament ga odobri 22. julija).,Izvoljen je novi portugalski premier.,not_entailment,2276
"Stefano Falconi, direktor financ na Massachusetts Institute of Technology (MIT), se je Carnegie Mellon pridružil kot njen podpredsednik za upravo in finančni direktor. Falconi je nasledil Jeffa Boltona, ki je julija lani zapustil univerzo in postal finančni direktor pri fundaciji Mayo v Rochesterju v Minnu.",Massachusetts Institute of Technology (MIT) za glavnega finančnega direktorja imenuje Stefana Falconija.,not_entailment,2277
"Japonski proizvajalci zdravil zdaj poskušajo oblikovati celovite neodvisne dejavnosti na področju raziskav in razvoja, proizvodnje in trženja.","Obstajajo podjetja, ki so razdelila upravljanje svojih raziskovalnih in razvojnih procesov.",not_entailment,2278
"Nancy Vine, ki sedem noči na teden prodaja vozovnice na vozilu Big Sky, je hči Donalda in Dorothy LeGros - dela širše družine, ki upravlja s pogonom.",Nancy Vine posluje z Donaldom in Dorothy LeGros.,entailment,2279
"Ugotovil je, da je bilo na volitvah oddanih 1.678 nezakonitih glasov, vendar je dejal, da republikanci niso predložili pravega dokaza, da so nezakoniti glasovi koristili Gregoireju.","Večina nezakonitih glasov, oddanih na volitvah, je pripadla Gregoireju.",not_entailment,2280
"Fest: &quot;V imenu očeta&quot; je kandidat za oskarja, v katerem je Daniel Day-Lewis v vlogi moškega, ki je bil nepravično obsojen zaradi bombardiranja IRA, v ponedeljek na berlinskem mednarodnem filmskem festivalu prejel nagrado zlati medved.",Berlinski mednarodni filmski festival podeljuje zlatega medveda.,entailment,2281
"Finsko podjetje Nokia Inc., ki načrtuje povečanje prihodkov podjetja, v sredo zgodaj zjutraj na Nokiejevem GoEventu razvija mobilni telefon, podoben svojemu konkurenčnemu iPhoneu, ki bo v bližnji prihodnosti na voljo strankam Nokia. Telefon naj bi bil na voljo do leta 2008. Večina funkcij je enaka kot pri iPhoneu. Vključujejo glasbo, igre in številne druge funkcije, tudi tiste, ki jih iPhone morda nima. Ovi (v finskem jeziku pomeni &quot;Door&quot;) bo vrata za več kot 2 milijona pesmi in iger, ki so na voljo za prenos z nove naprave. Uporabniki bodo lahko brezžično prenašali v svojem domu ali kjer koli je dostop do računalnika.",Nokia je podjetje s sedežem na Finskem.,entailment,2282
"Vodja televizijske hiše Avstralske radiodifuzne družbe (ABC) Sandra Levy je nehala postati direktorica razvoja za &quot;Channel Nine&quot;. Njena nova vloga naj bi se osredotočila na dramo. Generalni direktor ABC Russell Balding je dejal, da je gospa Levy občinstvo dvignila na &quot;zgodovinsko brez primere&quot;. Vendar je gospa Levy med svojim mandatom ABC ogrožena zaradi preveč konzervativnega programskega pristopa k glavnim novicam - predvsem počasnega odziva na poročanje o južnoazijskem cunamiju decembra 2004. Kritizirali so jo, ker ni hotela prekiniti rednega oddajanja, da bi šla v zadnja poročila.",Sandra Levy dela za Channel Nine.,entailment,2283
"Sheehan, čigar 24-letni sin Casey je lani umrl v Iraku, je 6. avgusta začel protitvojne demonstracije ob cesti v Crawfordu v Teksasu in zahteval sestanek s predsednikom.","Gospa Sheehan, katere sin je bil lani ubit v napadu v Iraku, je v četrtek zapustila taborišče v Los Angelesu, kjer je bila z mamo Shirley Miller, ki jo je prizadela kap.",not_entailment,2284
"Superintendent Frank Goodyer, ki so ga njegovi lastniki ujeli v poveljstvu krajevnega območja Wagga Wagga, je bil obtožen vožnje s hitrostjo več kot 45 km / h preko dovoljene hitrosti, za šest mesecev mu je bila samodejno začasno odvzeta dovoljenje in kaznovana z globo 1674 ameriških dolarjev. Sydneyjska radijska postaja 2GB je poročala, da je bil nadzornik Frank Goodyer kot policist, ki so ga lastni policisti ujeli pri prehitri vožnji, potem ko je policija novega Južnega Walesa objavila sporočilo za javnost, v katerem policist ni bil imenovan.",Frank Goodyer je bil ujet med vožnjo preko dovoljene hitrosti.,entailment,2285
"Policijski viri so navedli, da sta bili med bombnim napadom na Svetlečo pot ranjeni dve osebi.",Dve osebi sta bili ranjeni z bombo.,entailment,2286
"Bagdad je napovedal, da bo popolnoma prenehal sodelovati z UNSCOM, vendar je nakazal, da ne bo prosil za njihov odhod.","Bagdad bo končal sodelovanje z UNSCOM in želi, da odidejo.",not_entailment,2287
"Lastniki podjetja Phinda, južnoafriške družbe Conservation Corporation, ne bi mogli plačati za boljši oglas svoje filozofije ohranjanja prosto živečih živali: človeški pristop k ohranjanju, ki se počasi uveljavlja v Afriki, ko zaloge divjadi postajajo vedno večje. grožnja lačnega, revnega in jeznega lokalnega prebivalstva.",Južnoafriška zaščitna korporacija ogroža lokalno prebivalstvo.,not_entailment,2288
"Letalo je prevažalo 152 turistov z Martinika, ki so se po tednu dni v Panami vrnili domov, so sporočili uradniki.",Letalo se je vračalo na francoski karibski otok Martinique iz Paname.,entailment,2289
"Zaradi nedavnih poplav v Jemnu je danes umrlo najmanj 58 ljudi, najmanj 20.000 v državi pa nima dostopa do zavetja. Pogrešanih naj bi bilo tudi pet ljudi. Jemenska vlada se je zavezala, da bo poslala šotore za pomoč brezdomcem. Poplave povzroča nedavni močan dež v Jemnu, ki je bil šok zaradi dejstva, da država letno prejema le nekaj centimetrov dežja.",Močan dež je povzročil poplave v Jemnu.,entailment,2290
"Župan Michael Bloomberg se je zdel dvomljiv glede spremembe in rekel: &quot;Želel bi, da ostane Stolp svobode, vendar je to njihova stavba in ne rabijo, da jo odlagam. Če bi lahko vse skupaj najeli s spremembo imena, Mislim, da bodo to storili, in verjetno bi morali z odgovornega vidika to storiti. Ali bo to s patriotskega vidika kaj spremenilo? &quot;.",Stolp svobode pripada Michaelu Bloombergu.,not_entailment,2291
"Hubble astronomom pomaga natančno izračunati starost vesolja z zagotavljanjem natančnih razdalj do galaksij, kar je pomemben predpogoj za izračun starosti. Hubble meri razdaljo do sosednjih galaksij z iskanjem natančnih &quot;markerjev milj&quot;, posebnega razreda pulzirajočih zvezd, imenovanih spremenljivke Cefeid. Ti pa se uporabljajo za kalibracijo bolj oddaljenih označevalnikov milj.",Hubble odkrije črne luknje.,not_entailment,2292
"Clint Brown, športni voditelj za 3 News na TV3 na Novi Zelandiji, je odstopil zaradi očitkov, da je ustno napadel taksista, zaradi česar je bil sprejet v bolnišnico s pretresom možganov in zlomljeno očesno vdolbino. TV3 je potrdil, da so sprejeli odstop Browna. Rick Friesen, izvršni direktor oddelka za televizijska dela pri CanWest MediaWorks NZ, ki vodi TV3, je dejal: &quot;Priznati želimo Clint-ove pomembne spretnosti kot izdajatelja športnih programov in se mu zahvaliti za njegovih 17 let zelo zveste službe TV3. Clint Brown je strasten novozelandski športni navdušenec in je bil v ospredju nekaterih največjih novozelandskih športnih trenutkov. &quot;",Rick Friesen je zaposlen v CanWest MediaWorks NZ.,entailment,2293
"BBC-jev Tim Franks pravi, da razočarani britanski diplomati vztrajajo, da je bilo doseženih več dosežkov, vendar ni dvoma, da nenehno odlašanje pri doseganju dogovora o proračunu za EU visi nad vsemi razpravami.",Diplomati se dogovorijo o proračunu EU.,not_entailment,2294
"Ljudje, ki so gluhi ali imajo okvaro sluha, tisti, ki so slepi ali imajo motnje vida, in tisti z motnjami v gibanju se lahko v nujnih primerih soočijo z edinstvenimi izzivi. Njihova sposobnost zaznavanja požara ali uhajanja njegovih učinkov lahko ovirajo njihove okvare. Posledično imajo ljudje s temi okvarami večje tveganje za smrt ali poškodbe zaradi požara.",Gluhi se srečujejo s težavami v družbeni skupnosti.,not_entailment,2295
"Medtem je Ahmadinedžad v ekskluzivnem intervjuju z novinarjem TIME, ki je bil prvi posvet zahodni tiskani publikaciji po izvolitvi za iranskega predsednika v začetku tega leta, napadel &quot;grožnjo&quot;, da bo sprožil vprašanje iranske jedrske dejavnosti. ZDA, Francija, Velika Britanija in Nemčija Varnostnemu svetu OZN.",Ahmadinedžad je državljan Irana.,entailment,2296
"Žoga se je zadnjič obrnila in padla v pokal za ptička, zaradi česar je Retief Goosen več kot le edini preživeli par na Pinehurst No.",Goosenu je uspel skupni par 25-over za zaključni krog.,not_entailment,2297
"Telo Satomi Mitarai je našla učiteljica, potem ko se je njen napadalec v krvavih oblačilih vrnil v razred.","Mitaraijevo telo je našla učiteljica, potem ko se je njen morilec v krvi vrnil v njihovo učilnico.",entailment,2298
"Kanadska poslanka Belinda Stronach (40) naj bi varala s kanadskim hokejskim zvezdnikom Tie Domijem. Domi in njegova žena sta bila danes na sodišču, ko sta se ločila, in oba sta v postopku razveze zakonske zveze dosegla začasno, manj kot eno uro pred obravnavo primera pred vrhovnim sodiščem v Torontu. Stronach noče komentirati ločitve ali povedati, ali je &quot;uničila&quot; Domijev zakon. &quot;Če ne bi bilo afere moža z Belindo, se ne bi ločili,&quot; je sinoči v intervjuju za Toronto Star povedala Leanne. Domijeva žena je trdila, da ji je nekdanji igralec Toronto Maple Leaf rekel, da če ne bo najela odvetnika, ji bo dal milijon dolarjev gotovine in 1,5 milijona dolarjev hišo, če bo molčala o njegovi aferi s Stronachom. Če pa bi stopila v stik z odvetnikom, pa &quot;ne bi dobila ničesar&quot;.",Leanne je bila poročena s Tie Domi.,entailment,2299
"Kaspars Ruklis, predstavnik za tisk na veleposlaništvu Združenih držav, je za baltsko novico povedal, da se je gospa Bush odločila za obisk latvijske okupacije.",Kaspars Ruklis dela za veleposlaništvo ZDA.,entailment,2300
"Industrijska in komercialna banka Kitajske Ltd. je v petek zbrala 19,07 milijarde ameriških dolarjev, potem ko je prvotno javno ponudbo postavila na 3,07 HK $ (39 centov), kar je najvišji del svojega okvirnega cenovnega razpona, da bi postala največja IPO na svetu.",Z združitvijo japonskih bank se ustvari največja banka na svetu.,not_entailment,2301
"Lov na tjulnje je bil na Norveškem že tisočletja tradicija, vendar se je v zadnjem času zmanjšal, saj vsako leto pobijejo le približno polovico letne kvote 1.200.",Lov na tjulnje ogroža vrste.,not_entailment,2302
"Vojaške vezi med državama uradno ureja embargo na orožje, ki ga je Britanija uvedla proti Argentini.",Britanija je ohranila embargo na orožje.,entailment,2303
"Medtem ko se voditelji v Argentini zbirajo pred regionalnimi pogovori ob koncu tedna, Hugo Chávez, venezuelski populistični predsednik, s pomočjo energetskega potenciala pridobi prijatelje in promovira svojo vizijo socializma 21. stoletja.",Chávez je privrženec socializma.,entailment,2304
"Bledsoe bo izdal Buffalo Bills, poteza, ki je razburila 33-letnega branilca, ki je v zadnjih treh sezonah začel vsako tekmo ekipe.","Buffalo Bills izpuščajo Drewa Bledsoeja, svojega branilca.",entailment,2305
"Nemci glasujejo za stranko in ne za človeka, socialistični demokrati levega centra pa na anketah ne dosegajo tako dobrih rezultatov kot sam Scharping.",Rudolph Scharping je član Socialnih demokratov.,not_entailment,2306
Kljub kitajskim trditvam o nadzoru napetosti v vodah Južnokitajskega morja še naprej naraščajo.,Obstaja spor o teritorialnih vodah.,entailment,2307
Smrtna kazen ni odvračilna.,Smrtna kazen je odvračilna za zločin.,not_entailment,2308
"Med fascinantnimi kraji v mestu sta dvorana Independence Hall, kjer je bila podpisana Deklaracija o neodvisnosti, in eden glavnih ameriških simbolov svobode The Liberty Bell, ki se nahaja v Kongresni dvorani.",Ameriška deklaracija o neodvisnosti se nahaja v Ameriki.,not_entailment,2309
"V skladu z našo nacionalno strategijo je bil koncept operacije nadaljnje razporejanje kadrovskih virov in virov taktične infrastrukture vzdolž neposrednega obmejnega območja, reke Rio Grande, za preprečevanje in odvračanje od nezakonitega vstopa in tihotapljenja tujcev v ZDA ob meja.",Sprejemajo se ukrepi za ustavitev tihotapljenja tujcev.,entailment,2310
"Uvodnik največjega južnoafriškega tednika The Sunday Times kritizira &quot;nesposobnost&quot; predsednika Thaba Mbekija glede nenehnega nasilja proti priseljencem in ga poziva, naj odstopi s položaja. &quot;Ali ne bo vodil ali ne bo mogel voditi. Ne glede na to je sklep enak: iti mora,&quot; piše v uvodniku. &quot;In zato pozivamo predsednika Mbekija: Odstopite v interesu svoje države.&quot;",Sunday Times je ime največjega tednika v Južni Afriki.,entailment,2311
"Odvetniki za zasebnost čakajo z zastajanjem sape, da bi ugotovili, kaj bo o tem povedal pooblaščenec za zasebnost, ker ima to veliko več kot Google Street View, je dejal Bowman. &quot;Mislim, da smo res na začetku te zgodbe, ne pa na njenem koncu.&quot; Kanadska zakonodaja o zasebnosti zahteva, da oseba, ki jo fotografirajo, da soglasje k objavi slik, razen če so posnete za novinarske, literarne ali umetniške namene. Vendar pa Google v postprodukciji zdaj vse fotografije podvrže avtomatiziranemu postopku zamegljevanja obrazov in registrskih tablic ljudi. Poleg tega lahko vsakdo zahteva, da se določene slike odstranijo s spletnega mesta. &quot;Pomisleki glede zasebnosti bi lahko bili za nekatere precej hudi in ljudi je še vedno mogoče prepoznati, tudi če imajo obraze zamegljene,&quot; je dejal Bowman. &quot;Nisem prepričan, kako Google racionalizira skladnost s kanadsko zakonodajo s strani ponudnikov storitev, ki tukaj fotografirajo.&quot;",Za Google velja kanadska zakonodaja.,not_entailment,2312
